[2023-02-16T18:14:08.471] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: as - User: asas registrado.
[2023-02-16T18:23:35.350] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: anthony.allois@gmail.com - User: Anthony Allois logueado.
[2023-02-16T18:27:29.308] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: anthony.allois@gmail.com - User: Anthony Allois logueado.
[2023-02-16T18:27:53.247] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: anthony.allois@gmail.com - User: Anthony Allois logueado.
[2023-02-16T18:39:47.874] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: anthony.allois@gmail.com - User: Anthony Allois logueado.
[2023-02-16T18:42:48.954] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: anthony.allois@gmail.com - User: Anthony Allois logueado.
[2023-02-16T18:48:17.987] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro registrado.
[2023-02-16T18:48:57.847] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-16T18:58:08.032] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-16T19:01:57.009] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-16T19:02:30.356] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-16T19:04:39.153] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-16T21:22:00.175] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro registrado.
[2023-02-16T21:23:48.986] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-16T21:26:48.004] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-16T21:27:21.540] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-16T21:28:03.249] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-16T21:28:27.773] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-16T21:34:28.707] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-16T21:35:42.455] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-16T21:37:47.902] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-16T22:00:48.649] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-16T22:01:32.931] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:11:10.369] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:13:07.776] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:14:20.893] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:16:13.917] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:17:00.763] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:18:05.358] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:21:01.216] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:22:16.662] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:23:50.625] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:24:02.827] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:26:56.121] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:27:45.879] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:29:46.493] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:31:00.318] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:31:45.714] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:34:32.612] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:37:39.134] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:38:09.616] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:38:42.615] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:39:11.375] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:41:41.388] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:42:04.408] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T09:45:04.057] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T10:09:25.708] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T10:11:18.811] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T10:12:20.836] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T10:13:20.506] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T10:13:49.450] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T10:14:58.304] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
[2023-02-17T10:17:51.022] [INFO] INFO - Ruta POST - "localhost:8080" accedida - Email: kaka@gmail.com - User: Pepe Castro logueado.
